sonde1	sonde2	date	foF2_corr	foF2_n_hours	foF2_total_time_points	year
YG431	OK426	2011-01-24	0.729846203478882	21	56	2011
YG431	OK426	2011-01-25	0.62364571368888	12	27	2011
YG431	OK426	2011-01-26	1	2	2	2011
YG431	OK426	2011-01-27	0.775714197933112	12	29	2011
YG431	OK426	2011-01-28	0.829710141950008	23	57	2011
YG431	OK426	2011-01-29	0.774173545549526	24	78	2011
YG431	OK426	2011-01-30	0.814349321282536	16	43	2011
YG431	OK426	2011-01-31	0.70576385445138	9	21	2011
YG431	OK426	2011-02-01	0.693358809441211	21	44	2011
YG431	OK426	2011-02-02	0.81572854730298	17	43	2011
YG431	OK426	2011-02-03	0.848245958299375	12	29	2011
YG431	OK426	2011-02-04	0.777487693131164	21	61	2011
YG431	OK426	2011-02-05	0.823854227251837	18	48	2011
YG431	OK426	2011-02-06	0.787460832074502	22	55	2011
YG431	OK426	2011-02-07	0.815032329555778	21	57	2011
YG431	OK426	2011-02-08	0.88926393494202	21	56	2011
YG431	OK426	2011-02-09	0.906669626533219	20	54	2011
OK426	YG431	2010-08-15	0.62320039202918	13	27	2010
OK426	YG431	2010-08-16	0.859368421806336	20	55	2010
OK426	YG431	2010-08-17	0.699612796141337	13	27	2010
OK426	YG431	2010-08-18	0.757958975180239	12	23	2010
OK426	YG431	2010-08-19	0.402410829372889	14	32	2010
OK426	YG431	2010-08-20	0.588345262564361	17	43	2010
OK426	YG431	2010-08-21	0.844252295726599	18	39	2010
OK426	YG431	2010-08-22	0.521563949056823	14	30	2010
OK426	YG431	2010-08-23	0.937019261004834	11	25	2010
OK426	YG431	2010-08-24	0.851105309173383	22	58	2010
OK426	YG431	2010-08-25	0.930528820949228	19	43	2010
OK426	YG431	2010-08-26	0.828497297711144	15	35	2010
OK426	YG431	2010-08-27	0.58099524878544	13	37	2010
OK426	YG431	2010-08-28	0.694876393611749	16	32	2010
OK426	YG431	2010-08-29	0.827817871381856	15	40	2010
OK426	YG431	2010-08-30	0.705339579868222	14	24	2010
OK426	YG431	2010-08-31	0.7682912297882	19	40	2010
OK426	YG431	2010-09-01	0.818554267835557	10	15	2010
OK426	YG431	2010-09-02	0.897304168131007	13	21	2010
OK426	YG431	2010-09-03	0.875301928878391	24	77	2010
OK426	YG431	2010-09-04	0.831064157681736	21	64	2010
OK426	YG431	2010-09-05	0.661262996941494	20	47	2010
OK426	YG431	2010-09-06	0.74548367459745	16	33	2010
OK426	YG431	2010-09-07	0.862907880658831	19	50	2010
OK426	YG431	2010-09-08	0.906994114815222	20	54	2010
OK426	YG431	2010-09-09	0.830885945830247	22	45	2010
OK426	YG431	2010-09-10	0.797868039771775	17	52	2010
OK426	YG431	2010-09-11	0.794725784450089	17	38	2010
OK426	YG431	2010-09-12	0.93563047024031	22	50	2010
OK426	YG431	2010-09-13	0.856383109897286	23	72	2010
OK426	YG431	2010-09-14	0.938855174683714	21	54	2010
OK426	YG431	2010-09-15	0.779075275782191	23	51	2010
OK426	YG431	2010-09-16	0.875435641990606	23	69	2010
OK426	YG431	2010-09-17	0.896588090180888	24	63	2010
OK426	YG431	2010-09-18	0.754245427340065	24	62	2010
OK426	YG431	2010-09-19	0.87921364655234	22	52	2010
OK426	YG431	2010-09-20	0.923384177337046	20	49	2010
OK426	YG431	2010-09-21	0.908689231469566	24	60	2010
OK426	YG431	2010-09-22	0.744575648295194	24	65	2010
OK426	YG431	2010-09-23	0.733690040032184	18	49	2010
OK426	YG431	2010-09-24	0.89904134540326	22	41	2010
OK426	YG431	2010-09-25	0.934345039612884	22	41	2010
OK426	YG431	2010-09-26	0.895267935463528	23	48	2010
OK426	YG431	2010-09-27	0.896260223523027	20	51	2010
OK426	YG431	2010-09-28	0.7660454519373	22	36	2010
OK426	YG431	2010-09-29	0.956074063326809	23	51	2010
OK426	YG431	2010-09-30	0.920337829139369	14	31	2010
OK426	YG431	2010-10-01	0.768196199133473	13	35	2010
OK426	YG431	2010-10-02	0.929457430975403	14	25	2010
OK426	YG431	2010-10-03	0.908825314466299	16	25	2010
OK426	YG431	2010-10-04	0.95919915256216	12	16	2010
OK426	YG431	2010-10-05	0.953296799492048	12	15	2010
OK426	YG431	2010-10-06	0.865475978937898	13	15	2010
OK426	YG431	2010-10-07	0.881947821853699	14	21	2010
OK426	YG431	2010-10-08	0.928708179369544	10	13	2010
OK426	YG431	2010-10-09	-0.1801840314418	8	14	2010
OK426	YG431	2010-10-11	0.844449174780521	5	10	2010
OK426	YG431	2010-10-12	0.691489295711117	8	14	2010
OK426	YG431	2010-10-13	0.919453932847067	14	33	2010
OK426	YG431	2010-10-14	0.984921618869148	8	19	2010
OK426	YG431	2010-10-15	0.865262224973298	15	37	2010
OK426	YG431	2010-10-16	0.897741101927203	7	8	2010
OK426	YG431	2010-10-17	0.819552001369464	13	26	2010
OK426	YG431	2010-10-18	0.878344295102344	22	55	2010
OK426	YG431	2010-10-19	0.884682198454072	18	45	2010
OK426	YG431	2010-10-20	0.862247713315876	15	27	2010
OK426	YG431	2010-10-21	0.856108946302241	19	50	2010
OK426	YG431	2010-10-22	0.931156673524219	8	9	2010
OK426	YG431	2010-10-23	0.999131598153345	3	3	2010
OK426	YG431	2010-10-25	0.913482175750585	9	14	2010
OK426	YG431	2010-10-26	0.909288389707266	17	33	2010
OK426	YG431	2010-10-27	0.956497523849984	8	12	2010
OK426	YG431	2010-10-28	0.814825751655158	24	65	2010
OK426	YG431	2010-10-29	0.958100280091317	17	45	2010
OK426	YG431	2010-10-30	0.868567974212327	12	23	2010
OK426	YG431	2010-10-31	0.908269689549967	16	46	2010
OK426	YG431	2010-11-01	0.872513909990996	15	36	2010
OK426	YG431	2010-11-02	0.875618745158768	14	30	2010
OK426	YG431	2010-11-03	0.957817434617726	23	69	2010
OK426	YG431	2010-11-04	0.920683223032427	17	51	2010
OK426	YG431	2010-11-05	0.878693007662821	14	28	2010
OK426	YG431	2010-11-06	0.851478416317932	20	67	2010
OK426	YG431	2010-11-07	0.862493564352602	19	54	2010
OK426	YG431	2010-11-08	0.782545463374025	14	27	2010
OK426	YG431	2010-11-09	0.879181002489402	18	60	2010
OK426	YG431	2010-11-10	0.728141449185104	17	54	2010
YG431	JJ433	2010-04-06	0.90540790814244	15	40	2010
YG431	JJ433	2010-04-07	0.947193216282928	19	54	2010
YG431	JJ433	2010-04-08	0.927934063200684	20	56	2010
YG431	JJ433	2010-04-09	0.969510244091256	20	49	2010
YG431	JJ433	2010-04-10	0.984622286963781	16	46	2010
YG431	JJ433	2010-04-12	0.937262084188018	22	48	2010
YG431	JJ433	2010-04-13	0.939526401642708	19	58	2010
YG431	JJ433	2010-04-14	0.965790068808226	20	49	2010
YG431	JJ433	2010-04-15	0.95866115050407	18	47	2010
YG431	JJ433	2010-04-16	0.950658303096554	20	53	2010
YG431	JJ433	2010-04-20	0.898339847210077	15	35	2010
YG431	JJ433	2010-04-21	0.795459840724608	18	33	2010
YG431	JJ433	2010-04-22	0.904633037771855	22	54	2010
YG431	JJ433	2010-04-23	0.906916533731904	18	56	2010
YG431	JJ433	2010-04-24	0.875230103619747	17	48	2010
YG431	JJ433	2010-04-25	0.810302503740148	18	42	2010
YG431	JJ433	2010-04-26	0.937312737630407	21	57	2010
YG431	JJ433	2010-04-27	0.859513113831622	21	49	2010
YG431	JJ433	2010-04-28	0.863623365977682	20	51	2010
YG431	JJ433	2010-04-29	0.911841065117084	23	61	2010
YG431	JJ433	2010-04-30	0.96748092366097	16	32	2010
YG431	JJ433	2010-05-01	0.972383846515851	24	44	2010
YG431	JJ433	2010-05-02	0.955482735213828	19	35	2010
YG431	JJ433	2010-05-03	0.806989702496535	5	9	2010
YG431	JJ433	2010-05-04	0.887733630146113	3	7	2010
YG431	JJ433	2010-05-06	0.887653062856045	6	19	2010
YG431	JJ433	2010-05-07	0.901573510306803	4	8	2010
YG431	JJ433	2010-05-10	0.643969003457266	4	6	2010
YG431	JJ433	2010-05-11	0.569914301972537	8	14	2010
YG431	JJ433	2010-05-12	0.87523085283668	3	7	2010
YG431	JJ433	2010-05-13	0.141771442273996	9	13	2010
YG431	JJ433	2010-05-14	0.924603925694339	5	13	2010
YG431	JJ433	2010-05-18	0.873008544534613	4	5	2010
YG431	JJ433	2010-05-19	1	1	2	2010
YG431	JJ433	2010-05-24	0.490364515566403	5	10	2010
YG431	JJ433	2010-05-25	0.849158649861188	11	20	2010
YG431	JJ433	2010-05-26	0.799683699789882	8	14	2010
YG431	JJ433	2010-05-27	0.822232911372841	12	28	2010
YG431	JJ433	2010-05-28	0.477119335240172	15	24	2010
YG431	JJ433	2010-05-29	0.918266180814956	8	12	2010
YG431	JJ433	2010-05-30	0.875800302571474	10	14	2010
YG431	JJ433	2010-05-31	0.453801116807283	12	16	2010
YG431	JJ433	2010-06-01	0.785836015707397	11	22	2010
YG431	JJ433	2010-06-02	0.63189468081056	11	20	2010
YG431	JJ433	2010-06-03	0.265416642456096	17	29	2010
YG431	JJ433	2010-06-04	0.90058651266239	12	27	2010
YG431	JJ433	2010-06-05	0.722335237673749	9	16	2010
YG431	JJ433	2010-06-06	0.708372738727083	18	43	2010
YG431	JJ433	2010-06-07	0.558720575333175	5	11	2010
YG431	JJ433	2010-06-08	0.751979608440142	9	15	2010
YG431	JJ433	2010-06-09	0.879774060846959	13	24	2010
YG431	JJ433	2010-06-10	0.887413523481665	5	11	2010
YG431	JJ433	2010-06-12	0.623846836825774	7	14	2010
YG431	JJ433	2010-06-13	0.299340892109352	16	33	2010
YG431	JJ433	2010-06-14	0.364056825747835	13	23	2010
YG431	JJ433	2010-06-15	0.167245635879031	10	17	2010
YG431	JJ433	2010-06-16	0.107148083967754	11	19	2010
YG431	JJ433	2010-06-17	0.321997976580753	10	18	2010
YG431	JJ433	2010-06-18	0.523490214206637	12	20	2010
YG431	JJ433	2010-06-19	0.341386940044144	15	29	2010
YG431	JJ433	2010-06-20	0.760650633598703	7	14	2010
YG431	JJ433	2010-06-21	0.633996847439255	12	31	2010
YG431	JJ433	2010-06-22	0.418214819472029	17	37	2010
YG431	JJ433	2010-06-23	0.952178590049822	12	22	2010
YG431	JJ433	2010-06-24	0.208121478562057	13	19	2010
YG431	JJ433	2010-06-25	0.646374500949646	9	19	2010
YG431	JJ433	2010-06-26	0.266391718206283	13	20	2010
YG431	JJ433	2010-06-27	0.885952367901937	13	30	2010
YG431	JJ433	2010-06-28	0.750352034646672	14	24	2010
YG431	JJ433	2010-07-05	0.857566037566986	14	34	2010
YG431	JJ433	2010-07-06	0.325366557461323	16	27	2010
YG431	JJ433	2010-07-07	0.666740760517328	13	24	2010
YG431	JJ433	2010-07-08	0.484759800732395	10	16	2010
YG431	JJ433	2010-07-09	0.582348886671544	18	37	2010
YG431	JJ433	2010-07-10	0.771887848433428	9	23	2010
YG431	JJ433	2010-07-11	0.569044380870336	10	20	2010
YG431	JJ433	2010-07-12	0.868049826567834	14	26	2010
YG431	JJ433	2010-07-13	0.707940387111519	13	26	2010
YG431	JJ433	2010-07-14	0.611289920844425	11	24	2010
YG431	JJ433	2010-07-15	0.955261625646024	13	30	2010
HA419	GU421	2010-02-15	0.983529876883836	23	23	2010
HA419	GU421	2010-02-16	0.973313722788233	24	24	2010
HA419	GU421	2010-02-17	0.961431762763031	23	23	2010
HA419	GU421	2010-02-18	0.963235109525559	22	22	2010
HA419	GU421	2010-02-19	0.970582386078509	23	23	2010
HA419	GU421	2010-02-20	0.962488274143478	18	18	2010
HA419	GU421	2010-02-21	0.951740034508464	16	16	2010
HA419	GU421	2010-02-22	0.958213012066458	23	23	2010
HA419	GU421	2010-02-23	0.967247201531327	24	24	2010
HA419	GU421	2010-02-24	0.94419991110254	24	24	2010
HA419	GU421	2010-02-25	0.978016953653164	23	23	2010
HA419	GU421	2010-02-26	0.970791095273874	23	23	2010
HA419	GU421	2010-02-27	0.958589578103113	17	17	2010
HA419	GU421	2010-02-28	0.954570875068278	24	24	2010
HA419	GU421	2010-03-01	0.951391747907934	24	24	2010
HA419	GU421	2010-03-02	0.955656268082176	20	20	2010
HA419	GU421	2010-03-03	0.945789454011584	24	24	2010
HA419	GU421	2010-03-04	0.961599361514678	24	24	2010
HA419	GU421	2010-03-05	0.964383689177482	23	23	2010
HA419	GU421	2010-03-06	0.951973552883055	21	21	2010
HA419	GU421	2010-03-07	0.922193405652523	24	24	2010
HA419	GU421	2010-03-08	0.945971780380997	23	23	2010
HA419	GU421	2010-03-09	0.958376352281753	22	22	2010
HA419	GU421	2010-03-10	0.867319761287317	24	24	2010
HA419	GU421	2010-03-11	0.965411027083047	24	24	2010
HA419	GU421	2010-03-12	0.952172125040851	17	17	2010
HA419	GU421	2010-03-13	0.952058791114832	19	19	2010
HA419	GU421	2010-03-14	0.949443495890883	24	24	2010
HA419	GU421	2010-03-15	0.950514628380676	23	23	2010
HA419	GU421	2010-03-16	0.855224505784726	17	17	2010
HA419	GU421	2010-03-17	0.950127481204014	24	24	2010
HA419	GU421	2010-03-18	0.941998922600184	23	23	2010
HA419	GU421	2010-03-19	0.936418914034055	24	24	2010
HA419	GU421	2010-03-20	0.960890938980016	24	24	2010
HA419	GU421	2010-03-21	0.937858639865794	24	24	2010
HA419	GU421	2010-03-22	0.968584617651281	19	19	2010
HA419	GU421	2010-03-23	0.979270491919663	20	20	2010
HA419	GU421	2010-03-24	0.937138602358388	16	16	2010
HA419	GU421	2010-03-25	0.914207516256093	24	24	2010
HA419	GU421	2010-03-26	0.941122506449805	21	21	2010
HA419	GU421	2010-03-27	0.954131224257522	24	24	2010
HA419	GU421	2010-03-28	0.971966828288892	24	24	2010
HA419	GU421	2010-03-29	0.942070550305616	23	23	2010
HA419	GU421	2010-03-30	0.972219502412897	24	24	2010
HA419	GU421	2010-03-31	0.976668265948216	24	24	2010
HA419	GU421	2010-04-01	0.914519905571907	23	23	2010
HA419	GU421	2010-04-02	0.951454302295763	23	23	2010
HA419	GU421	2010-04-03	0.957744652244913	22	22	2010
HA419	GU421	2010-04-04	0.969706012308903	24	24	2010
HA419	GU421	2010-04-05	0.950815205542424	24	24	2010
HA419	GU421	2010-04-06	0.95015947552871	23	23	2010
HA419	GU421	2010-04-07	0.92090207133079	22	22	2010
HA419	GU421	2010-04-08	0.973345340938202	24	24	2010
HA419	GU421	2010-04-09	0.973591713944993	24	24	2010
HA419	GU421	2010-04-10	0.970215406074806	22	22	2010
HA419	GU421	2010-04-11	0.946354234359963	24	24	2010
HA419	GU421	2010-04-12	0.976053979817756	24	24	2010
HA419	GU421	2010-04-13	0.963689788946302	23	23	2010
HA419	GU421	2010-04-14	0.963532326711424	20	20	2010
HA419	GU421	2010-04-15	0.943359663474294	24	24	2010
HA419	GU421	2010-04-16	0.950750022673927	24	24	2010
HA419	GU421	2010-04-17	0.953464860545787	17	17	2010
HA419	GU421	2010-04-18	0.964471262098788	19	19	2010
HA419	GU421	2010-04-19	0.941597156062379	21	21	2010
HA419	GU421	2010-04-20	0.976354782422452	21	21	2010
HA419	GU421	2010-04-21	0.946394397370564	20	20	2010
HA419	GU421	2010-04-22	0.975178849291311	19	19	2010
HA419	GU421	2010-04-23	0.986264412625569	19	19	2010
HA419	GU421	2010-04-24	0.930706367155924	19	19	2010
HA419	GU421	2010-04-25	0.963757157643658	22	22	2010
HA419	GU421	2010-04-26	0.980951931037169	19	19	2010
HA419	GU421	2010-04-27	0.984293408448104	19	19	2010
HA419	GU421	2010-04-28	0.975372242740038	17	17	2010
HA419	GU421	2010-04-29	0.984999520772036	18	18	2010
HA419	GU421	2010-04-30	0.974840310246843	19	19	2010
HA419	GU421	2010-05-01	0.974076708577733	19	19	2010
HA419	GU421	2010-05-02	0.960540935820281	24	24	2010
HA419	GU421	2010-05-03	0.987563210957883	23	23	2010
HA419	GU421	2010-05-04	0.970800583484873	15	15	2010
HA419	GU421	2010-05-05	0.954370693628064	19	19	2010
HA419	GU421	2010-05-06	0.977950375410924	16	16	2010
HA419	GU421	2010-05-07	0.950035207214694	15	15	2010
HA419	GU421	2010-05-08	0.978738120163412	19	19	2010
HA419	GU421	2010-05-09	0.977470185041011	18	18	2010
HA419	GU421	2010-05-10	0.966482712446782	17	17	2010
HA419	GU421	2010-05-11	0.949979104522285	12	12	2010
HA419	GU421	2010-05-12	0.849064816470294	14	14	2010
HA419	GU421	2010-05-13	0.89334728767088	14	14	2010
HA419	GU421	2010-05-14	0.978801894344694	13	13	2010
HA419	GU421	2010-05-15	0.965261819479523	19	19	2010
HA419	GU421	2010-05-16	0.980465803657842	10	10	2010
HA419	GU421	2010-05-17	0.935234350962814	13	13	2010
HA419	GU421	2010-05-18	0.960783372671977	12	12	2010
HA419	GU421	2010-05-19	0.965729948117939	11	11	2010
HA419	GU421	2010-05-20	0.963745402451968	16	16	2010
HA419	GU421	2010-05-21	0.990089262254695	8	8	2010
HA419	GU421	2010-05-22	0.977698104752261	10	10	2010
HA419	GU421	2010-05-23	0.965861587590625	11	11	2010
HA419	GU421	2010-05-24	0.987812599100746	9	9	2010
HA419	GU421	2010-05-25	0.925054051735616	14	14	2010
HA419	GU421	2010-05-26	0.988552031289833	16	16	2010
OK426	YG431	2010-01-10	0.996628899887892	2	4	2010
OK426	YG431	2010-01-11	0.768226120383703	23	55	2010
OK426	YG431	2010-01-13	0.908210031931195	17	46	2010
OK426	YG431	2010-01-14	0.835472138017387	19	51	2010
OK426	YG431	2010-01-15	0.774889139537236	21	59	2010
OK426	YG431	2010-01-16	0.802706705792285	18	54	2010
OK426	YG431	2010-01-17	0.571285965061026	22	61	2010
OK426	YG431	2010-01-18	0.885697111872482	23	80	2010
OK426	YG431	2010-01-19	0.862197861381324	17	45	2010
OK426	YG431	2010-01-20	0.923616633202526	19	53	2010
OK426	YG431	2010-01-21	0.950382889820437	17	59	2010
OK426	YG431	2010-01-22	0.895200887172912	19	56	2010
OK426	YG431	2010-01-23	0.781891659532494	23	74	2010
OK426	YG431	2010-01-24	0.768123595625306	16	50	2010
OK426	YG431	2010-01-25	0.874215887579209	19	50	2010
OK426	YG431	2010-01-26	0.74313922303272	23	49	2010
OK426	YG431	2010-01-27	0.779072254453268	16	49	2010
OK426	YG431	2010-01-28	0.858476383939938	12	42	2010
OK426	YG431	2010-01-29	0.881206878367593	22	61	2010
OK426	YG431	2010-01-30	0.873507401809069	23	73	2010
OK426	YG431	2010-01-31	0.940379285377157	18	50	2010
OK426	YG431	2010-02-01	0.956490155042776	20	48	2010
OK426	YG431	2010-02-02	0.846563956916534	15	47	2010
OK426	YG431	2010-02-03	0.918451152540104	21	65	2010
OK426	YG431	2010-02-04	0.921935953688413	18	57	2010
OK426	YG431	2010-02-05	0.915828104639033	16	47	2010
OK426	YG431	2010-02-06	0.867511391964926	18	57	2010
OK426	YG431	2010-02-07	0.808562568489621	22	62	2010
OK426	YG431	2010-02-08	0.901571505862625	20	59	2010
OK426	YG431	2010-02-09	0.925948956104286	23	84	2010
OK426	YG431	2010-02-10	0.796504238744075	20	47	2010
OK426	YG431	2010-02-11	0.883164170691597	24	83	2010
OK426	YG431	2010-02-12	0.922339053946	23	62	2010
OK426	YG431	2010-02-13	0.915468470015882	21	64	2010
OK426	YG431	2010-02-14	0.716652579461268	21	62	2010
OK426	YG431	2010-02-15	0.920276812079632	24	85	2010
OK426	YG431	2010-02-16	0.866949635697534	24	75	2010
OK426	YG431	2010-02-17	0.88190038335866	24	77	2010
OK426	YG431	2010-02-18	0.773157988018531	19	58	2010
OK426	YG431	2010-02-19	0.820743314429331	24	78	2010
OK426	YG431	2010-02-20	0.902461392807671	22	58	2010
OK426	YG431	2010-02-21	0.825112529473519	23	79	2010
OK426	YG431	2010-02-22	0.912310657908022	22	68	2010
OK426	YG431	2010-02-23	0.938704351102262	24	65	2010
OK426	YG431	2010-02-24	0.822114788115839	20	57	2010
OK426	YG431	2010-02-25	0.826405196701882	21	59	2010
OK426	YG431	2010-02-26	0.866435510071772	22	42	2010
OK426	YG431	2010-02-27	0.74688727306286	22	66	2010
OK426	YG431	2010-02-28	0.8876641557023	20	48	2010
OK426	YG431	2010-03-01	0.903679035100064	20	58	2010
OK426	YG431	2010-03-02	0.88158125894407	24	78	2010
OK426	YG431	2010-03-03	0.923946865392133	24	59	2010
OK426	YG431	2010-03-04	0.943266804174994	17	53	2010
OK426	YG431	2010-03-05	0.712998969179328	19	58	2010
OK426	YG431	2010-03-06	0.903177257964204	24	70	2010
OK426	YG431	2010-03-07	0.971139894541111	24	72	2010
OK426	YG431	2010-03-08	0.871137130493883	24	80	2010
OK426	YG431	2010-03-09	0.858236290871997	23	80	2010
OK426	YG431	2010-03-10	0.936068601936723	24	76	2010
OK426	YG431	2010-03-11	0.91021595522109	23	75	2010
OK426	YG431	2010-03-12	0.91374583952859	21	55	2010
OK426	YG431	2010-03-13	0.930730854041146	24	77	2010
OK426	YG431	2010-03-14	0.903547528581929	22	66	2010
OK426	YG431	2010-03-15	0.903097296904619	24	66	2010
OK426	YG431	2010-03-16	0.889953215117984	21	49	2010
OK426	YG431	2010-03-17	0.829478983744272	21	60	2010
OK426	YG431	2010-03-18	0.780533311389788	18	57	2010
OK426	YG431	2010-03-19	0.848444884561558	23	74	2010
OK426	YG431	2010-03-20	0.90756195860977	24	82	2010
OK426	YG431	2010-03-21	0.918170948416999	24	79	2010
OK426	YG431	2010-03-22	0.696351516519329	16	40	2010
OK426	YG431	2010-03-23	0.921850971733146	24	78	2010
OK426	YG431	2010-03-24	0.857051043372179	18	51	2010
OK426	YG431	2010-03-25	0.858289693807911	24	81	2010
OK426	YG431	2010-03-26	0.82639436104774	24	83	2010
OK426	YG431	2010-03-27	0.952831323248564	24	74	2010
OK426	YG431	2010-03-28	0.956542649362938	24	75	2010
OK426	YG431	2010-03-29	0.885995614662995	24	77	2010
OK426	YG431	2010-03-30	0.854520849085765	19	61	2010
OK426	YG431	2010-03-31	0.88834111531946	21	45	2010
OK426	YG431	2010-04-01	0.85063599853349	20	34	2010
OK426	YG431	2010-04-02	0.875621202336377	13	42	2010
OK426	YG431	2010-04-03	0.886559894256289	21	71	2010
OK426	YG431	2010-04-04	0.861740331535764	21	66	2010
OK426	YG431	2010-04-05	0.917320815774851	23	70	2010
OK426	YG431	2010-04-06	0.904034586591582	15	40	2010
OK426	YG431	2010-04-07	0.883717252343912	14	45	2010
OK426	YG431	2010-04-08	0.901568606600828	19	58	2010
OK426	YG431	2010-04-09	0.933695622734327	19	51	2010
OK426	YG431	2010-04-10	0.934160126684721	22	62	2010
OK426	YG431	2010-04-11	0.865110821187861	15	49	2010
OK426	YG431	2010-04-12	0.853309555300228	21	47	2010
OK426	YG431	2010-04-13	0.918296344113678	19	58	2010
OK426	YG431	2010-04-14	0.861520949459687	19	50	2010
OK426	YG431	2010-04-15	0.966971872639929	19	49	2010
OK426	YG431	2010-04-16	0.919850483176144	24	71	2010
OK426	YG431	2010-04-17	0.736269946512241	21	53	2010
OK426	YG431	2010-04-18	0.740269402469451	19	44	2010
OK426	YG431	2010-04-19	0.849676486105743	17	42	2010
OK426	YG431	2010-01-08	0.858409283015181	22	52	2010
YG431	JJ433	2010-01-05	0.929924958453992	14	36	2010
YG431	JJ433	2010-01-06	0.901555256670932	19	53	2010
YG431	JJ433	2010-01-07	0.905564911741219	19	58	2010
YG431	JJ433	2010-01-08	0.876959611860359	24	63	2010
YG431	JJ433	2010-01-10	0.959963045429334	2	4	2010
YG431	JJ433	2010-01-11	0.864492175878015	24	70	2010
YG431	JJ433	2010-01-13	0.851414113807321	17	51	2010
YG431	JJ433	2010-01-14	0.939006520889157	20	54	2010
YG431	JJ433	2010-01-15	0.916521527116691	22	68	2010
YG431	JJ433	2010-01-16	0.828027787085169	16	48	2010
YG431	JJ433	2010-01-17	0.825001108421336	22	63	2010
YG431	JJ433	2010-01-18	0.934792056544339	23	80	2010
YG431	JJ433	2010-01-19	0.907112209532684	18	48	2010
YG431	JJ433	2010-01-20	0.944835793087286	22	58	2010
YG431	JJ433	2010-01-21	0.956337975366611	17	57	2010
YG431	JJ433	2010-01-22	0.981957027612908	21	63	2010
YG431	JJ433	2010-01-23	0.841978999302242	23	67	2010
YG431	JJ433	2010-01-24	0.945691252407536	16	52	2010
YG431	JJ433	2010-01-25	0.839473785980377	18	52	2010
YG431	JJ433	2010-01-26	0.916938144589236	24	55	2010
YG431	JJ433	2010-01-27	0.946403745312481	16	46	2010
YG431	JJ433	2010-01-28	0.871346458159927	13	42	2010
YG431	JJ433	2010-01-29	0.946122342543035	21	66	2010
YG431	JJ433	2010-01-30	0.909930392765689	24	69	2010
YG431	JJ433	2010-01-31	0.961277818665092	17	46	2010
YG431	JJ433	2010-02-01	0.959614087115451	20	45	2010
YG431	JJ433	2010-02-02	0.950013433566683	15	46	2010
YG431	JJ433	2010-02-03	0.960878993378007	21	68	2010
YG431	JJ433	2010-02-04	0.914079893318295	18	55	2010
YG431	JJ433	2010-02-05	0.973888067380441	17	49	2010
YG431	JJ433	2010-02-06	0.943912802767392	19	61	2010
YG431	JJ433	2010-02-07	0.940384606044002	22	66	2010
YG431	JJ433	2010-02-08	0.947221294993204	21	61	2010
YG431	JJ433	2010-02-09	0.970533987728773	18	57	2010
YG431	JJ433	2010-02-18	0.831319369044108	14	32	2010
YG431	JJ433	2010-02-19	0.966456515425559	24	75	2010
YG431	JJ433	2010-02-20	0.926323614670924	22	62	2010
YG431	JJ433	2010-02-21	0.941120360669894	23	80	2010
YG431	JJ433	2010-02-22	0.95010993211321	22	65	2010
YG431	JJ433	2010-02-23	0.97565641644862	24	66	2010
YG431	JJ433	2010-02-24	0.969561625874801	21	49	2010
YG431	JJ433	2010-02-25	0.897337838183089	21	56	2010
YG431	JJ433	2010-03-02	0.951889269969587	23	70	2010
YG431	JJ433	2010-03-03	0.964659311249797	24	60	2010
YG431	JJ433	2010-03-04	0.963619265120727	18	51	2010
YG431	JJ433	2010-03-05	0.760313127245722	20	59	2010
YG431	JJ433	2010-03-06	0.989135590021451	22	66	2010
YG431	JJ433	2010-03-07	0.977757795726468	23	69	2010
YG431	JJ433	2010-03-08	0.964492332763566	24	82	2010
YG431	JJ433	2010-03-09	0.935776289198846	23	82	2010
YG431	JJ433	2010-03-10	0.965673999442955	24	77	2010
YG431	JJ433	2010-03-11	0.949304891852164	23	76	2010
YG431	JJ433	2010-03-12	0.934295188574632	21	51	2010
YG431	JJ433	2010-03-13	0.933200860134848	24	78	2010
YG431	JJ433	2010-03-14	0.958798399285004	23	74	2010
YG431	JJ433	2010-03-15	0.93789959016676	24	63	2010
YG431	JJ433	2010-03-16	0.720284287011703	7	21	2010
YG431	OK426	2010-01-05	0.926474236503518	12	28	2010
YG431	OK426	2010-01-06	0.902163233726337	15	46	2010
YG431	OK426	2010-01-07	0.885332079183375	17	51	2010
YG431	OK426	2010-01-08	0.858409283015181	22	52	2010
YG431	OK426	2010-01-10	0.996628899887892	2	4	2010
YG431	OK426	2010-01-11	0.768226120383703	23	55	2010
YG431	OK426	2010-01-13	0.908210031931195	17	46	2010
YG431	OK426	2010-01-14	0.835472138017387	19	51	2010
YG431	OK426	2010-01-15	0.774889139537236	21	59	2010
YG431	OK426	2010-01-16	0.802706705792285	18	54	2010
YG431	OK426	2010-01-17	0.571285965061026	22	61	2010
YG431	OK426	2010-01-18	0.885697111872483	23	80	2010
YG431	OK426	2010-01-19	0.862197861381324	17	45	2010
YG431	OK426	2010-01-20	0.923616633202526	19	53	2010
YG431	OK426	2010-01-21	0.950382889820437	17	59	2010
YG431	OK426	2010-01-22	0.895200887172912	19	56	2010
YG431	OK426	2010-01-23	0.781891659532494	23	74	2010
YG431	OK426	2010-01-24	0.768123595625307	16	50	2010
YG431	OK426	2010-01-25	0.874215887579209	19	50	2010
YG431	OK426	2010-01-26	0.74313922303272	23	49	2010
